id,Réseau Social,Class,Commentaire client
871,Facebook,8,وكذلك فضاء الزبون لا يشتغل من الموقع 🤬تطبيق my idoom لا يشتغل منذ أسبوع
872,Facebook,8,Espace Client لا يشتغل
873,Facebook,8,تطبيق ماي ايدوم لا يعمل وكذلك فضاء الزبون
874,Facebook,8,تطبيق m'y idoom لا يشتغل وكذلك فضاء الزبون لأصحاب اشتراك فيبر نرجو منكم اصلاح الخلل في أقرب وقت لأننا ننتظر لمدة 3 أيام
875,Facebook,8,"La page espace client ne fonctionne pas depuis plusieurs jours et l'application my idoom c'est une bouse qui bloque toutes les 30 secondes, svp recrutez des gens compétents yen a en Algérie"
876,Facebook,8,فضاء الزبون و تطبيق my idoom
877,Facebook,8,سلام عليكم عندنا مشكل في خطوط الانترنت وهاتف الثابت على مستوى عمروصة 5000ورود خلال ولا حياة لمن تنادي
878,Facebook,8,votre site espace client ne fonctionne pas pourquoi?
879,Facebook,8,حاليا فيه مشكل في الدخول على الرابط
880,Facebook,8,Algérie Télécom - إتصالات الجزائر تطبيق ماي ايدوم فيه خلل الرجاء اصلاحه
881,Facebook,8,ريڨلو تطبيق فضاء الزبون عندو سمانة حابس
882,Facebook,8,سلام عليكم عندما نشكلة في خط الانترنت اتقطع او سرق الكابلات اشتكينا اتصلنا رانا في 5 ايام والنت مقطوعة لا احد جاء وصلح المشكل لما هذا التعقيد في الاصلاح ...واحنا مشتركين ....لا احد يرد
883,Facebook,8,انترنت عندها سمانة مكاتش طاح كابل ولا تقطع لليوم مركبوهش هذي خدمه هذي
884,Facebook,8,هل سعة التحميل محدودة او غير محدودة
885,Facebook,8,شحال يدير
886,Facebook,8,للدوك مفهمتش واش لمقصود بالمحتوى ؟
887,Facebook,8,شبعتونا خرشف لالين حابسة عندها 6 ايام طالع هابط عليكم لحد ساعة مترقلتش خاسر قريب مليون وانا نعيطلكم
888,Facebook,8,آكتر من أسبوع وشبه الانترنت تاع هده الشركة غير متوفرة.
889,Facebook,8,رانا فالشهرين بدون انترنت و يقولك اسنا الفيبر و خلاص مع العلم رانا مسلكين الاشتراك الشهري
890,Facebook,8,5اشهر الأن متوقف عندنا
891,Facebook,8,هاتف تابت متوقف مندو اسبوع مع الانترنات ولا حياة لمن تنادي اتصالات عنابة (البوني)
892,Facebook,8,Smile Sam نفس مشكل
893,Twitter,8,نعاني من  قطع  في  الانترنت  شهر  بعد ما اخبرنا  أنه تم  سرقة  كابلات النت  هل  هذا  مبرر  لسوء  الخدمة  التي  لم  نجد  لها لا  مجيب  ولا  حتى  صيانة
894,Facebook,8,Kha Oula اه تسما دزاير ڤاع وماعلابلكش وقتاه تولي
895,Facebook,8,Amira Ben حتى حنا نضنا صباح مكانش ف لاسيتي كاملة
896,Facebook,8,Kha Oula حنا في باش جراح حومة كومپلي مكاش ملبارح فليل
897,Facebook,8,كنكس راها مقطوعه شاكاين
898,Facebook,8,ردو علينا بريفي من الصباح قاطعين كونكسيو
899,Instagram,8,علبيها انترنيت 4g مقطوعة اليوم ولحد الآن مكانش 😤
900,Instagram,8,راهي مقطوعة انترنت علاه ماتبلغوناش قبل
901,Facebook,8,ردونا انترنت قطعتوها علينا ديب منير
902,Facebook,8,Salam depuis l'après-midi la connexion est coupée
903,Facebook,8,رجعونا الانترنات علاه قطعتوها علينا عيب عليكم
904,Facebook,8,كاين مشكل في تطبيق idoom مند 15 يوم مايتفتحش
905,Facebook,8,probleme app + le site
906,Facebook,8,سمير وي مزال مارجعتش
907,Facebook,8,مشكل في 1.200جيق فيبر مدام نوكيا مخرج الانترنت 1جيق فقط كفاش راح تحلو هذا مشكل ومشكل ثاني فضاء الزبون ميمشيش مندو شهر
908,Facebook,8,فضاء الزبون علاه منقدروش نسجلو فيه رانا نرسلولكم في الخاص ومتجاوبوش علاه
909,Facebook,8,طلقونا ADSL رانا ب 4 ايام بلا cnx. و راني نرسلكم في الخاص. ما سقاش تقولولي راسلنا في الخاص بدراهمنا وترخسو فينا. مرسلتوناش حتى رسالة اعتذار ولا درتو بيان.
910,Facebook,8,أين نت السريع.... ارحم عقولنا
911,Facebook,8,كي تكون عندي أنترنت كما الناس سرعة الانترنت منعدمة tv بوكس ما يمشيش للأسف
912,Facebook,8,اطلقونا كونيكسيو تاع idoom fh
913,Facebook,8,تجي الانترنت ثانية فقط و تقطع
914,Facebook,8,John Wick لالا مكان والو بعثتلهم ف لاباج تعهم ماردوليش واش كاين خلاوني معلق
915,Facebook,8,ياو 5 شهر وحنا نعانو لدرك قسنطينة حي dnc
916,Facebook,8,ولا حنايا زبون من الدرجة الرابعة .وحنا لي شهور وحنا بلا انترنت ، شكون يعوضنا .
917,Facebook,8,حي شنوي محمد.#بلدية الحطاطبة# ولاية تيبازة.. نعاني من نقص تدفق الانترنت @الجيل الرابع@ تم وضع عموود الانترنت خاص اتصالات الجزائر الا انه لايوجد تدفق مع العلم ان المسافة التي تفصلنا عنه 2كلم قدمنا شكاوي للمصالح المختصة المتواجدة في دائرة القليعة و في ولاية تيبازة والبلدية لكن لا حيااة لمن تناادي . نريد الحلوول في اقرب وقت ..وشكراا..
918,Facebook,8,كزبون لإتصالات الجزائر 4G LTE B310 منذ 2017، عانينا من هذه الإضطرابات المتكررة منذ الخميس الماضي و لم نستفيد حتى جيقا كتعويض لحد الآن !!!
919,Facebook,8,Pour le moment makan Walo safi 2 jour makach la cnx
920,Facebook,8,"مكاش منها، شركة فاشلة 100/100, وقع عندي خلل modem fibre وانقطعت الانترنت منذ 17 يوما و رحت إلى وكالة العطاف نشتكي و قاعدين يتمسخرو بيا وعيطت لهم شحال من مرة كيف كيف وضركا ماراهمش يحبو يهزو عليا التلفون، املا استسلمت للأمر الواقع و رحت فلاشيت مودام 4g فلاشيت جيزي وتهنيت""="
921,Facebook,8,بينغ في ADSL أصبح كارثة
922,Facebook,8,رانا في أربعة أيام بدون أنترنت متى الحل !!!
923,Facebook,8,Algérie Télécom - إتصالات الجزائر مزال كاين خلل في مودام 4g
924,Facebook,8,متعوضولناش حنا تع adsl كي يسرقو cable ونباتو اسابيع بدون انترنت حتى تصليح العطب ؟؟؟
925,Facebook,8,Hna mzl mamchach
926,Facebook,8,سلام عليكم لحتى الان مرجعتش الانترنات هل من حل؟
927,Facebook,8,مشترك دفع مستحقات شهر خدمة في ١٩ أكتوبر حدث انقطاع في ٢٢ أكتوبر إلى حد الساعة ١٥ ديسمبر والانقطاع قائم والمشترك على مرمى حجر من المؤسسة المعنية في عاصمة رابع أكبر ولاية كثافة سكانية بالوطن
928,Facebook,8,راني شعلت مودام ومكاش كونيكسيو
929,Facebook,8,كونكسيو ميتة
930,Facebook,8,7 أشهر بدون إنترنت
931,Facebook,8,تطبيق راه حابس 
932,Facebook,8,اليوم فليكسيت فالمودام مكانش انترنيت لحد الساعة ما هو السبب
933,Facebook,8,كيفاه نشاهدوه وحنى ماعندناش الانترنات أطلقوا الانترنات ضك نشاهدوه
934,Facebook,8,من فضلكم من فضلكم من فضلكممرجعتش فيه الانترنت مودام 4G E593s
935,Facebook,8,Pas de connexion depuis 5 jours. Awards pire fournisseur de service internet
936,Facebook,8,حنا سرقولنا الكابل تقريب عام ورانا نسلكو في الاشتراك عادي وماعوضوناش
937,Facebook,8,وانا شكون يعوضلي كي سرقوا الكابل تاع الحومة عندها 3 اشهر.. اشتكينا مي لا حياة لمن تنادي... و زيد يبعثولنا فاتورة الاشتراك؟!!!
938,Facebook,8,حتى ADSL kif kif
939,Facebook,8,راها مقطوعة
940,Facebook,8,مزالت تقيلة
941,Facebook,8,بعد عودة الشبكة سرعة الأنترنت أصبحت لا تتجاوز 500 كيلوبايت في الثانية
942,Facebook,8,علابيها لقيت 5Go مكاش عوض من و نحي من
943,Facebook,8,Derrière Chaque انا مزال مولتش عنظي كونكسيو شا لازم ندير
944,Facebook,8,Algérie Télécom - إتصالات الجزائر ياشهندة ختي رجعولنا لكونيكسيو على وجه ربي اسيدي
945,Facebook,8,هل من حلB310 ثقيلة بزاف
946,Facebook,8,مكانش عندنا كامل
947,Facebook,8,ADSL tani fi hala
948,Facebook,8,كونيكسيو ضعيفة جدا مع الاسف
949,Facebook,8,واش فايدة الجيغات ان كانت سرعة التدفق حلازونية
950,Facebook,8,اطلقونا غير كونكسيون مليحة بزاااف
951,Facebook,8,وحنا ثاني تاع dsl محبش يمشي
952,Facebook,8,رجعولي كنكص اديسال هبلتوني اااااه ربي
953,Facebook,8,مودام ميمشيش ويشكرو في بعضاهم
954,Facebook,8,الشجرة التي تغطي الغابة : تطبيقكم my idoom و فضاء الزبون لا يعملان منذ أسابيع، بالرغم من التواصل معكم عدة مرات عبر المسنجر و لا حياة لمن تنادي
955,Facebook,8,محبش يمشيلي ؟؟ كامل هاك ولا غير انا
956,Facebook,8,اين الفائدة من الجيغات والسرعة كارثة لا تتعدى اثنين ميغا كيف كيف كيا هيا كي السرعة المنخفضة
957,Facebook,8,اتصالات الجزائر دائما = 0000 👎👎👎👎 عطل يدوم سنتين ( 24شهرا ) ولا شيء تحرك؟؟؟ في العالم تنقطع خدمة عندما متخلص عند اتصالات الجزائر تنقطع خدمة عندما تخلص !!!
958,Twitter,8,مراهيش تمشيلنا كامل ريزو عيان ڨراف
959,Facebook,8,وجماعة ADSL كلاهم البحر حنا تاني راهي مقطوعة من يوم الاربعاء لي فات ولحد الان مكانش انترنت
960,Facebook,8,وينتا ترجع تمشي النت 4g
961,Facebook,8,السلام عليكم خاوتي عندي مودام 4g مازالت مقطوعة إلا غاية اليوم
962,Facebook,8,و لي راه عنده الانتيرنات بلالياف راه حابس كتر من عشرين يوم و حتي حاجة ماندارات كيفاشّ؟
963,Facebook,8,البارح يوم كامل بلا كونكسيو مقطوعة كفاه درنا ؟
964,Facebook,8,رجعو الانترنت رانا ريحين في سمانة
965,Facebook,8, نعاني من انقطاعات متكررة ليوم او يومين دون تعويض اولاد فايت بلاطو 
966,Facebook,8,رجعونا الكونيكسيو 🤦‍♀️
967,Facebook,8,رجعوا الانترنت مقطوعة مند 12 يوم
968,Facebook,8,رجعونا لكونيكسيو
969,Facebook,8,Algérie Télécom - إتصالات الجزائر مزالت معطلة
970,Facebook,8,نفس المشكل انا تاني ملي راحلي نهار لخميس لحتي ليوم مزال
971,Facebook,8,انقطاع في ولاية مسيلة مستمر لاحد ساعة
972,Facebook,8,ركم محبسينها في 5 ايام ومازال ما بان والو
973,Facebook,8,انقطاع الانترنت منذ الفترة الصباحية في العاصمة ! أين الخلل ؟؟؟؟
974,Facebook,8,4glلحد لان منذ الخميس الماضى لاتوجد انترنت
975,Facebook,8,Nchlaah traj3olnaa cnxx man sbah mkan wlo!!!!!
976,Instagram,8,مقدرناش نشوفو الأنترنت السريع هادا قتلتونا بالهدرة او نحاس لمصدي
977,Instagram,8,من ذلك اليوم والانترنت مقطوعة لحد هذه الساعة 17سا يوم 16| 12|2024 ماهو الحل الان
978,Facebook,8,وين راهم لمودام راهم مقطوعين عندنا في سوق اهراس
979,Facebook,8,15يوم بلا انترنت
980,Facebook,8,من فضلك عين بنيان انقطعت عليتا الانترنيت اليوم رابع يوم ومتى تصلح ؟
981,Facebook,8,مودام 4g قريب اسبوع من يوم الخميس ماكنش ما العمل؟
982,Facebook,8,يوجد خلل في الشبكة بحي 2900 سكن سوق اهراس
983,Facebook,8,حي الجزيرة 126 مسكن مقابل العيادة بتمنراست بدون تغطية للشبكة بكل أشكالها سواءا 4G أو FTTH أو ADSL
984,Facebook,8,رانا في 4ايام بدون انترنت في ارزيورغم انا الفاتورة خالصة idoom
985,Facebook,8,واش صرا مودام b311 راه حابسين من البارح ؟؟
986,Facebook,8,خلل في حي 5جويلية في ولاية مسيلة انقطاع انترنت منذ 6ايام مودام حابس لماذ
987,Facebook,8,Adsl مقطوعة مند اسبوعين اتصلنا مصلحة الزبائن تكلمنا وطرحنا مشكلتنا في الخاص درنا كل الحلول ونفس المشكل
988,Facebook,8,معليش تخدمولنا العطب تاع الادياسال
989,Facebook,8,نعاني من انقطاع للانترنات منذ 5 ايام في المودام هل من توضيح ؟؟؟
990,Facebook,8,Aurelia Wren راهو صاريلي نفس المشكل عندي 5 ايام و انا نروح ليهم يقولولي السيستام حابس😑
991,Facebook,8,راه من البارح الانترنت مكانش ممكن توضح توضحولنا علاه قطعتوها
992,Facebook,8,اكتر من شهر و انا بدون انترنت 🙄
993,Facebook,8,ادي نخلصو عن قرب غي رجعولنا كونكسيو خفيفة كما كانت
994,Facebook,8,النت مقطوعة عندي منذ أسبوع ماهو السبب
995,Twitter,5,Comment savoir si nous sommes concernés et la date approximative de la connexion à la fibre. Mon numéro 023 30 07 79 à Oued Romane (El Achour) 
996,Facebook,5,modem
997,Facebook,5,Algérie Télécom - إتصالات الجزائر يعني كي نطلعها ثلاثون ميغا كارطة تاع مائة الف قداه تحكملي؟؟؟؟
998,Facebook,5,هاد لعرض للمشاركين جدد ولا كامل؟
999,Facebook,5,Kmli hadak chehar gratuite kindir n3amr drwk Iddom fibre
1000,Facebook,5,واش كاين
1001,Instagram,5,adsl ننتظر ولا مكلاه ؟
1002,Facebook,5,آش نعرف 
1003,Facebook,5,Les modemes 
1004,Facebook,5,عمال وعاملات إتصالات الجزائر 58 ولاية واش من جديد كاين في واش من عرض
1005,Facebook,5,كاش مودام 5g idoom
1006,Facebook,5,باش جراح وقتاش ديرو الالياف البصرية فيبر؟؟؟؟!!!!
1007,Facebook,5,بينا مودام ب 300 دج = 300mb
1008,Facebook,5,ماهو الجديد ؟ ماتقوليش جبتو les modem fiber عدنا شهور نستانو ؟!!! 
1009,Facebook,5,درت طلب مودام 4g على مستوى الموقع   وكتاه يعيطولي ؟؟ 
1010,Facebook,5,ماعرف كاش خبر على ايدوم 4G ماعرف تبقى قرد العش
1011,Facebook,5,جبتو لي مودام ؟؟ 
1012,Facebook,5,رحت للوكالة التجارية باه نزيد سرعة التدفق قالولي مزال ما طلقوهاش رسميا (من 15 ميڠا إلى 30 ميڠا) ممكن توضيح
1013,Facebook,5,Bonus باينة كيما كل عام
1014,Facebook,5,رقم مصلحة خدمة الزبائن الجزائر العاصمة
1015,Facebook,5,هل جهاز المودام 4g متوفر ؟
1016,Facebook,5,ماهو
1017,Facebook,5,عندي ديبلوم Telecom مانلقاش خدمه عندكم
1018,Facebook,5,يادرا واش كاين
1019,Facebook,5,كم مدة صلاحية العرض ؟
1020,Facebook,5,ايه كيفاه نديروها هاذي.
1021,Facebook,5,كيفية التزود بخط ثاني ؟
1022,Facebook,5,و مع ZTE كيفاش ؟؟ الفيبر كاين و كلش واجد غير المودام مكانش ؟؟ لقيتو حل ولا مزااال ؟
1023,Facebook,5,نوع المودام؟
1024,Facebook,5,مدة صلاحية العرض ؟
1025,Facebook,5,مودام جيبتوهم ولا مزال فالاغواط
1026,Facebook,5,كيف يمكن رفع التدفق إلى 1.2 جيغابت\الثانية ،
1027,Facebook,5,أين هو المودام
1028,Facebook,5,هل كل المناطق معنية ؟؟
1029,Facebook,5,هل يمكن الاشتراك بالعرض 10 ميغا الذي هو في متناول اغلب العائلات؟ 1600 دج شهريا و الاشتراك 590 دج كل شهرين.
1030,Facebook,5,قبل التسجيل هل جماعت مدام ZTE معنين ام لا
1031,Facebook,5,وقتاه يفض العرض ؟
1032,Facebook,5,خطرة لي فاتت ب 300 دج؟؟
1033,Facebook,5,اين الموديم ؟ اين الموديم ؟ كل يكتب اين الموديم حتى يحشمو شوية لانهم كترو عام و نحن ننتظر في الالياف
1034,Facebook,5,ليسجلو في سبتمبر اشتراك نتاع 300 وقتاه يجيويركبونا 
1035,Facebook,5,و لمودام توفرو؟
1036,Facebook,5,Pour Une demande de fibre s'il vous-plaît ( nouvelle pas déjà installé car l'appartement été fermé ) que dois-je faire ?
1037,Facebook,5,احي ، اين هو الفيبر انا لا اراه
1038,Facebook,5,نترقب و نتطلع متى تنصب الخيمة
1039,Facebook,5,انا كزبون لم توفرو لي حتى الآن الخدمة يعني يان يفيدني هذا العرض ؟؟؟
1040,Facebook,5,العرض هذا كان مجاني قبل واليوم رجعتوه ب500 دج ؟؟ يعني من السيء الى الأسوء
1041,Facebook,5,هل هناك التزام 12 شهر او بدون التزام
1042,Facebook,5,من بعد كي يكمل الشهر مجاني تبقى السرعة 500ميقا ولا نجمو رجعوها 15 ميقا 
1043,Facebook,5,Yaw derna la fibre ou ba3tolna Modem wifi 4 habina nbedloh wifi 6 kifesh el hal
1044,Facebook,5,شحال لشهر
1045,Facebook,5,واش يا جماعة ألجيري ثيليكوم ؟؟ قرن و زمارة ما درتوش promo في بطاقات التعبئة fibre و adsl ؟؟
1046,Facebook,5,سؤال: هل ستبقى هاته التخفيضات عند التحاقنا بعالم الفايبر نحن اصحاب ADSL ؟ اذا طوالت لعمار...
1047,Facebook,5,Dernièrement vous fournissez des modems fibre doté du wifi 6 comment faire pour changer mon modem ?????
1048,Facebook,5,وقتاش برك تبداو تبيعو لمودام لفيبر ام البواقي
1049,Facebook,5,علاه مودام عندكم
1050,Facebook,5,هل تم توفير مودام الالياف البصرية؟ عيينا واحنا نسناوووو
1051,Facebook,5,شحال سعر تعبئة انترنت شهر في idoom fibre
1052,Facebook,5,هادا هو جديد ؟ 
1053,Facebook,5,Et les mmmooooodeeemmmmssssss ???
1054,Facebook,5,السلام عليكم كيف يتم الاشتراك في هذا العرض؟
1055,Instagram,5,Ssafik li 3ndo 500mb deja tnahchatlo ?
1056,Instagram,5,ولي موصلناش كيفاش🙌
1057,Instagram,5,وكتاش يخلاص العرض
1058,Twitter,5,Quelle solution pour ceux qui ont la vdsl a 50mega 😌
1059,Twitter,5,هل من جديد انترنت 4glte
1060,Twitter,5,Dernièrement vous fournissez des modems fibre doté avec wifi 6 comment faire pour changer mon modem??
1061,Facebook,5,حي 350 مسكن اجتماعي ببلدية مسرغين ولاية وهران تم توصيل الألياف إلى الحي ولكن الربط للمنازل لحد الساعة لم نرى شيئا ما العمل وكيف أستطيع الاستفادة من هذا العرض؟
1062,Facebook,5,هل المشترك الجديد يجب عليه الالتزام بسنة الأولى من الاشتراك في هذا العرض
1063,Facebook,5,والي عنده خط فيبر يقدر يشترك مرة ثانية ويستفاد ؟
1064,Facebook,5,هل هذا العرض لمن لم يدخل الفايبر أو للمستعملين سابقا
1065,Facebook,5,موعد دخول مودام فيبر للوكالة جيجل ؟؟
1066,Facebook,5,وعلاش ليمودام كاشما راهم متوفرين مثلا؟
1067,Facebook,5,كيفاش نعرف الحي تاعنا مزود بخدمة الألياف البصرية
1068,Facebook,5,متى تصلون إلى عنابة بلدية البوني حي بوخضرة 3
1069,Facebook,5,نحن في برمادية غليزان عندنا اشتراك Adsl قديم هل يمكن أن نتحول للالياف البصرية
1070,Instagram,5,الذي يمتلك adsl ويريد ان يحول الى fibre optique معني بهذا العرض ؟
1071,Facebook,5,واين عرووض adsl ولا نسيتووهم خلااص
1072,Facebook,5,كيفاه نسلك 50 الف برك ؟
1073,Facebook,5,ما هو التدفق الذي تشترطونه للاستفادة من العرض؟
1074,Facebook,5,Atona fibre min fadlikoum
1075,Facebook,5,500دج شحال فيها المدة شهر ولا 10 تبام
1076,Facebook,5,السؤال المطروح متى يتم تعميم خدمة الألياف على كامل التراب الوطني 🤔 ولماذا زبائن خدمة ADSL منسيون من هكذا تخفيضات
1077,Facebook,5,سآل الأماكن لي ما فيهاش الألياف البصرية إذا جابولنا الألياف السرعة تكون محدودة كيما ف ADSL؟
1078,Facebook,5,نورمالمو تتهلاو في المشتركين القدامى ثان صحاب ADSL تحولهم الفيبر أموا شهر لول كاش 300 ميغا ولا تع تجربة 
1079,Facebook,5,شحال تولي تخلص كل شهر
1080,Facebook,5,كفاه كل شهر نخلصو 50الف?
1081,Facebook,5,هل هناك ضمان تركيب 😎
1082,Facebook,5,"Bonsoir, pourquoi les anciens clients Algérie Télécom n'ont pas accès à des offres modem wifi 6 alors qu'il sont des clients fibre depuis le début"
1083,Facebook,5,المودام وحده شحال ينتباع ؟؟؟؟
1084,Facebook,5,Algérie Télécom - إتصالات الجزائر ممكن رقم الزابون
1085,Facebook,5,600 الف مشترك و مليون خاصهم مودام
1086,Facebook,5,"J'ai 15 méga si je paie 2200 da ,est ce que je vais recevoir 30 méga ?"
1087,Instagram,5,نقدر نعرف اذا موحود هذا النوع من الشبكات عندنا ؟
1088,Linkedin,5, اريد رقم الهاتف من فظلكم لدينا مشكل شكرا 
1089,Twitter,5,ماذا يعني الجيل الخامس 🤔😊🌿😊
1090,Linkedin,5,اريد رقم الهاتف من فظلكم لدينا مشكل شكرا
1091,Facebook,5,Algérie Télécom - إتصالات الجزائر هناك مشكلة بخصوص عدم توفر أجهزة مودام zte ونوكيا هل هذا صحيح
1092,Facebook,5,درت طلب مودام 4G lte من الانترنت كم المدة لرد علي الطلب وستيلام المودام
1093,Facebook,5,كفاش نعرف فتورة هاتف ثابت !!
1094,Facebook,5,واش بيه تطبيق my idoom
1095,Facebook,5,كي نخلص بالذهبية قبل 48 ساعة من انتهاء اشتراك انتر نت شحال يقعد باه يدخلbonus 10% واليوم مجاني عند دفع فاتورة هاتف بالذهبية شاححال يقعد باه يدخل
1096,Facebook,5,الكهرباء لايوجد في تطبيق بريدي موب لماذا؟
1097,Twitter,5,اقطن في ماسينيسا الخروب قسنطينة هل يمكن استفادتي من هذه الخدمة
1098,Twitter,5,وعند انتهاء الاشتراك الشهر هل يواصل التدفق 500ميغا ؟
1099,Facebook,5,وMøhamed El Ghazali Soufi جربتها داولي 200الف فليكسيت زوج خطرات بغلطة ماتوصلكش ثم ثم يا اخي مزالت مشاكل فيه الاخ راه يقصد في خط adsl ماهيش مجانية لازم تكون عندك انترنات وزيد ماهيش ناس كامل عندها مودام 4G
1100,Facebook,5,Algérie Télécom - إتصالات الجزائر On peut Payer depuis l'étranger ? Merci
1101,Facebook,5,Kmli chehar gratuite kindir n3amr ?
1102,Facebook,5,كيفية زيادة سرعة الانترنت؟؟ Algérie Télécom - إتصالات الجزائر
1103,Facebook,5,نسقسيكم أنا خلصت الانترنت السمانة اللي فاتت ( مزال باش تروح) بصح راحتلي دوكا مافهمتش علاش ؟
1104,Facebook,5,عند شحن الانترنت فيبر قبل انتهاء العرض هل يبدأ حساب جديد أم يستمر حتى ينتهي القديم يعني
1105,Facebook,5,جبتو المودام؟ ولا غير تهدرو
1106,Facebook,5,هل متوفرة في حي عدل 1046 مسكن دويرة
1107,Facebook,5,ماهو نوع المودام
1108,Facebook,5,مودام wifi 6 ؟
1109,Facebook,5,هل يمكنني تغيير المودم )اعطيتموني مودم فيبر قديم
1110,Facebook,5,سعر 5000 الف او خمسين الف
1111,Facebook,5,ولكن اين المودام
1112,Facebook,5,نعم حاب ندخل لفيبر بصح شحال 500 ألف ولا قصدك خمس ملاين نخلص شحال قصدك
1113,TikTok,5,ممكن مودام 🙂😭
1114,Facebook,5,شحال تخلص في الشهر بعد الشهر الأول.
1115,Facebook,5,انا كانت عندي adsl وغادي نتحول للفيبر هل هذا العرض معني به ؟!!!
1116,Facebook,5,هل نستطيع استبدال المودم؟
1117,Facebook,5,واش راح ديرولنا offre fin d année قولولي قبل ما نخلص idom adsl... ??
1118,Facebook,5,هل يمكن تغيير Modem_Wi-Fi-4 إلى Modem_Wi-Fi-6
1119,Facebook,5,أنا مشترك قديم عندي مودام wifi4 حبيت ندير 1.2gb قالولي لازم تخلص 14400 باش تدي مودام wifi6 فيدونا Algérie Télécom - إتصالات الجزائر
1120,Facebook,5,ملف من فضلك
1121,Instagram,5,المودام ويفي 6 ??
1122,Idoom Market ,5,هل يدعم كامل الشرائح أم فقط شريحة اتصالات الجزائر  و هل إذا ركبت فيه شريحة إتصالات الجزائر يمكنك الإتصال في أي ولاية كنت أم فقط في محل الإقامة ؟
1123,Instagram,5,او l'application تمشي ياك؟
1124,Facebook,5,اعدلونا انترنت
1125,Facebook,5,مودام wifi 6 ولا هذاك المعوق لي ذرحتونا به المرة الاولى
1126,Facebook,5,لماذا العرض مقيد بالاشتراك ب 30 ميغا أو أكثر، هناك عائلات تريد 10 ميغا و أخرى 15
1127,Facebook,5,شهر شحال؟
1128,Facebook,5,هل يمكن طلب رفع سرعة تدفق عبر الانترنت
1129,Facebook,5,و اصحاب adsl واش من دولة تابعين ليها
1130,Facebook,5,وقتاه هذا
1131,Facebook,5,هل يدعم المودم تقنية واي فاي 6 ؟
1132,Instagram,5,لي عندو ايدوم فايبر يقدر يفليكسي ب500دج؟
1133,Facebook,5,اشتراك 30 ميغا او اكثر... الشهر الاول تخلص 500 دج و عام 12 شهر تخلص 3600دج او اكثر... هذي هو العرض؟
1134,Facebook,5,☢️ هل تعلمون انو لي مودام غير متوفرين في الوكالات. لماذا التهرب من الإجابة على هاذ التساؤل⛔⛔. تعرفو تقولو غير اقرب الآجال.. ♨️
1135,Facebook,5,winta tjiboulna cable ???????????
1136,Facebook,5,Algérie Télécom - إتصالات الجزائر هل مودام من نوع نوكيا متوفر عندكم
1137,Facebook,5,كم في الشهر
1138,Idoom Market ,5,وشحال يدير لنتيل نتاع4جي
1139,Idoom Market ,5,هل يمكن شراءه وحده بدون اشتراك الهاتف الثابت
1140,Facebook,5,حي 250 سكن و 50 سكن fnpos و360 سكن عمومي فرندة ، هل نحن معنيون رغم اننا استفدنا من مشروع 2023 وانتهاء الاشغال و الى حد الان لم يتم ربط سكناتنا ؟ ارجوا الرد
1141,Facebook,5,هل من اخبار موديمات zte ?
1142,Facebook,5,اي هم ليمودام باش راكو غير ترميو فلعروض؟
1143,Facebook,5,ما هو نوع مودام
1144,Facebook,5,سلام عندي 1.2 جيغا توصلني 300 ميغا ؟
1145,Facebook,5,هذا العرض خاص بمشترك ب adsl فقط او انه من لم يكن مشترك 
1146,Facebook,5,هل مودم يدعم wifi6
1147,Facebook,5,المودام نشريوه من السوق
1148,Facebook,5,كيف يمكن اطلب خدمات الألياف البصرية عندي
1149,Facebook,5,هل نستطيع تغير مودام السابق بالجديد wifi 5
1150,Facebook,5,كيفاش نبعث لي جيڨا من مودام 4G لمودام آخر؟
1151,Facebook,5,ولي معندهمش فيبر مازال موصلوش عندنا
1152,Facebook,5,كفاش نشترك
1153,Facebook,5,مودم WiFi 6 ؟
1154,Facebook,5,وش هوما الوثائق الي لازم نجيبهم باش ندير طلب
1155,Facebook,5,متى يتم توفير اجهزة المودم
1156,Instagram,5,Disponible au niveau d'agence de bordj el kiffan ? Le modem
1157,Instagram,5,الي عندو مودام 4G تاني يبدلها ولا غير ADSL
1158,Instagram,5,نوع المودم لي راهم يمدو فيه دوك؟
1159,Twitter,5,Echo system تاع ZTE  كيفاه قصة
1160,Twitter,5,كيف يتم التحول من adsl إلى الالياف
1161,Twitter,5,اين هو  حتى نشترك ...؟ لا يوجد إلا في مناطق قليلة من الوطن كله.....
1162,Idoom Market ,5,هل يدعم شريحة اتصالات الجزائر وهل يعمل ك شاحن الهاتف ( باور بانك ) وهل يعمل في كل الولايات ام ولاية الاقامة فقط ارجو التوضيح اكثر
1163,Facebook,5,ماهي الخطوات التي اتبعها للانتقال من adsl الى vdsl مع العلم انا خطي مؤهل الى vdsl
1164,Facebook,5,pourquoi les modems sont pas disponible
1165,Facebook,5,lmodem zte ban wella mzal?
1166,Facebook,5,وقتاش تجيبو مودم الفيبر ؟!
1167,Facebook,5,مودام ويفي 6 ؟
1168,Facebook,5,وهذا العرض متوفر او غير اعلان تسويق فقط 🙂
1169,Facebook,5,كيفاه ندير باه نستفيد من هذا العرض
1170,Facebook,5,زعما كاين ليموديم؟
1171,Facebook,5,ردو علينا فخاص
1172,Facebook,5,Winta tawslou le centre ville Oran ?
1173,Facebook,5,and then after the first month how much 
1174,Facebook,5,هل هذا مشروع يشمل ريف ولا غير المدن؟
1175,Facebook,5,هل تم توفير مودم نوكيا فيبر
